ID,EXPECTED,ACTUAL,MATCH,CONFIDENCE
cb_fb0d5828_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.970195
cb_fb0d5828_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.995458
cb_fb0d5828_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997546
cb_fb0d5828_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998467
cb_fb0d5828_N1_other_provision,NOT_ENOUGH_INFORMATION,CONTRADICTED,MISMATCH,0.997403
cb_fb0d5828_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.996655
cb_a2b0226a_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.982454
cb_a2b0226a_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.992814
cb_a2b0226a_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.994240
cb_a2b0226a_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.993170
cb_a2b0226a_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.989497
cb_a2b0226a_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.996307
cb_e3d289ea_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.988536
cb_e3d289ea_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.996403
cb_e3d289ea_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.995756
cb_e3d289ea_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.997042
cb_e3d289ea_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.999347
cb_e3d289ea_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.999394
cb_e3d289ea_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.985286
cb_e3d289ea_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998547
cb_c8f82fd9_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.966492
cb_c8f82fd9_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.995074
cb_c8f82fd9_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.993817
cb_c8f82fd9_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996703
cb_c8f82fd9_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.998652
cb_c8f82fd9_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998795
cb_c8f82fd9_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.848771
cb_c8f82fd9_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.995277
cb_ac3a5a2a_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.984742
cb_ac3a5a2a_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.989509
cb_ac3a5a2a_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.994667
cb_ac3a5a2a_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.995171
cb_ac3a5a2a_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997211
cb_ac3a5a2a_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.995923
cb_ac3a5a2a_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.811918
cb_ac3a5a2a_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.985300
cb_9833f160_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.978985
cb_9833f160_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994437
cb_9833f160_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.993934
cb_9833f160_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996102
cb_9833f160_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.999159
cb_9833f160_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998856
cb_9833f160_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.988562
cb_9833f160_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.997065
cb_1de9b334_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.989755
cb_1de9b334_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.993465
cb_1de9b334_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.881127
cb_1de9b334_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.759521
cb_1de9b334_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.983457
cb_1de9b334_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.984989
cb_81f60fa6_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.974933
cb_81f60fa6_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994425
cb_81f60fa6_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.995394
cb_81f60fa6_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.997283
cb_81f60fa6_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.993474
cb_81f60fa6_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.994226
cb_81f60fa6_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998672
cb_81f60fa6_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998459
cb_96160574_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.976028
cb_96160574_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994939
cb_96160574_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.995592
cb_96160574_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.997305
cb_96160574_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.995488
cb_96160574_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.993904
cb_96160574_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.989120
cb_96160574_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.996214
cb_b0baba92_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.973698
cb_b0baba92_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994581
cb_b0baba92_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.992628
cb_b0baba92_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996109
cb_b0baba92_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.998630
cb_b0baba92_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998171
cb_b0baba92_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.562248
cb_b0baba92_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998353
cb_2ce61a02_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.991861
cb_2ce61a02_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.995893
cb_2ce61a02_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.996834
cb_2ce61a02_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.997356
cb_2ce61a02_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997242
cb_2ce61a02_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.997133
cb_2ce61a02_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.906548
cb_2ce61a02_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998456
cb_5b2c4e3a_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.979485
cb_5b2c4e3a_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994479
cb_5b2c4e3a_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.994067
cb_5b2c4e3a_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996824
cb_5b2c4e3a_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.993418
cb_5b2c4e3a_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.816949
cb_5b2c4e3a_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.428464
cb_5b2c4e3a_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.995995
cb_5030c4a9_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.974595
cb_5030c4a9_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994863
cb_5030c4a9_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.931913
cb_5030c4a9_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.989413
cb_5030c4a9_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.998445
cb_5030c4a9_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998675
cb_5030c4a9_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.988377
cb_5030c4a9_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.997593
cb_f8a5c906_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.977643
cb_f8a5c906_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994309
cb_f8a5c906_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.995563
cb_f8a5c906_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996736
cb_f8a5c906_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997402
cb_f8a5c906_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998444
cb_f8a5c906_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.904394
cb_f8a5c906_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998800
cb_4287c15d_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.978276
cb_4287c15d_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994740
cb_4287c15d_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.993456
cb_4287c15d_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996706
cb_4287c15d_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.999167
cb_4287c15d_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.999075
cb_4287c15d_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.988337
cb_4287c15d_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.994457
cb_30353896_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.990013
cb_30353896_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.996200
cb_30353896_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.994151
cb_30353896_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.997039
cb_30353896_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997861
cb_30353896_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998465
cb_30353896_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.787351
cb_30353896_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.997775
cb_397085c3_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.987721
cb_397085c3_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994206
cb_397085c3_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.786327
cb_397085c3_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.865667
cb_397085c3_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.865104
cb_397085c3_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.998524
cb_e15c7b80_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.947572
cb_e15c7b80_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.994570
cb_e15c7b80_E3_paraphrase_bare,ENTAILED,ENTAILED,MATCH,0.991520
cb_e15c7b80_E4_paraphrase_attributed,ENTAILED,ENTAILED,MATCH,0.996668
cb_e15c7b80_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.996205
cb_e15c7b80_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.997841
cb_e15c7b80_N1_other_provision,NOT_ENOUGH_INFORMATION,CONTRADICTED,MISMATCH,0.833095
cb_e15c7b80_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.995891
cb_3925d1e5_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.986953
cb_3925d1e5_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.995439
cb_3925d1e5_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.998008
cb_3925d1e5_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998151
cb_3925d1e5_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.977954
cb_3925d1e5_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.996743
cb_e121f4fd_E1_verbatim,ENTAILED,ENTAILED,MATCH,0.969518
cb_e121f4fd_E2_verbatim_attributed,ENTAILED,ENTAILED,MATCH,0.992630
cb_e121f4fd_C1_negated_bare,CONTRADICTED,CONTRADICTED,MATCH,0.997867
cb_e121f4fd_C2_negated_attributed,CONTRADICTED,CONTRADICTED,MATCH,0.998195
cb_e121f4fd_N1_other_provision,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.932491
cb_e121f4fd_N2_procedural_addition,NOT_ENOUGH_INFORMATION,NOT_ENOUGH_INFORMATION,MATCH,0.997820
